Index,Year,Month,Raw Material,Feedstock Type,Avg Sugar/Starch Content (%),Ethanol Yield (L/ton),Production Volume (tons),Ethanol Produced (L),Cost per Ton (USD),Total Cost (USD),Water Used (m3),CO2 Emitted (tons)
1900,2022,3,Sugarcane,Sugar-based,14,70,954.4,66808.0,66.61,63572.58,3894.86,110.92
1901,2022,5,Sugarcane,Sugar-based,14,70,147.07,10294.9,63.09,9278.65,591.42,15.86
1902,2024,4,Sugarcane,Sugar-based,14,70,284.61,19922.7,119.44,33993.82,940.84,31.87
1903,2022,12,Rice Straw,Cellulose-based,18,190,722.71,137314.9,46.95,33931.23,2230.48,217.56
1904,2023,5,Molasses,Sugar-based,48,250,949.99,237497.5,66.07,62765.84,3250.55,375.66
1905,2021,9,Corn,Starch-based,60,400,337.01,134804.0,79.36,26745.11,1477.54,321.47
1906,2022,5,Corn,Starch-based,60,400,350.9,140360.0,55.73,19555.66,1100.21,232.48
1907,2023,3,Wheat,Starch-based,55,370,498.82,184563.4,90.51,45148.2,1716.31,375.68
1908,2021,5,Molasses,Sugar-based,48,250,408.06,102015.0,52.52,21431.31,1224.26,183.2
1909,2023,7,Sugarcane,Sugar-based,14,70,653.06,45714.2,91.36,59663.56,3212.38,91.43
1910,2021,9,Molasses,Sugar-based,48,250,966.25,241562.5,71.82,69396.07,3988.08,412.32
1911,2023,6,Rice Straw,Cellulose-based,18,190,700.41,133077.9,71.71,50226.4,2562.08,326.94
1912,2020,12,Rice Straw,Cellulose-based,18,190,411.26,78139.4,88.67,36466.42,1821.72,121.69
1913,2024,6,Wheat,Starch-based,55,370,700.94,259347.8,79.41,55661.65,3443.16,431.23
1914,2022,3,Sugarcane,Sugar-based,14,70,563.53,39447.1,98.45,55479.53,2422.26,69.75
1915,2020,1,Bagasse,Cellulose-based,20,210,117.57,24689.7,88.92,10454.32,458.4,46.33
1916,2020,11,Molasses,Sugar-based,48,250,722.89,180722.5,69.05,49915.55,2179.49,348.84
1917,2022,10,Corn,Starch-based,60,400,616.3,246520.0,97.27,59947.5,2468.07,511.92
1918,2023,2,Bagasse,Cellulose-based,20,210,841.93,176805.3,66.85,56283.02,4112.43,346.68
1919,2024,2,Molasses,Sugar-based,48,250,281.86,70465.0,64.89,18289.9,1062.37,125.86
1920,2022,3,Molasses,Sugar-based,48,250,877.81,219452.5,78.85,69215.32,2738.34,521.26
1921,2022,1,Corn,Starch-based,60,400,574.6,229840.0,58.89,33838.19,2224.45,523.96
1922,2021,1,Bagasse,Cellulose-based,20,210,464.83,97614.3,57.97,26946.2,1737.7,219.17
1923,2022,10,Rice Straw,Cellulose-based,18,190,246.85,46901.5,104.39,25768.67,979.95,93.2
1924,2024,1,Wheat,Starch-based,55,370,666.03,246431.1,86.35,57511.69,2919.82,487.69
1925,2024,9,Wheat,Starch-based,55,370,116.97,43278.9,76.7,8971.6,523.57,101.34
1926,2021,5,Molasses,Sugar-based,48,250,811.08,202770.0,119.07,96575.3,3831.53,373.56
1927,2022,11,Sugarcane,Sugar-based,14,70,847.06,59294.2,64.61,54728.55,3862.24,132.93
1928,2023,5,Bagasse,Cellulose-based,20,210,264.38,55519.8,89.87,23759.83,1258.35,119.6
1929,2024,6,Bagasse,Cellulose-based,20,210,632.35,132793.5,43.68,27621.05,2979.15,279.88
1930,2022,2,Bagasse,Cellulose-based,20,210,515.12,108175.2,88.91,45799.32,1756.07,267.86
1931,2024,8,Rice Straw,Cellulose-based,18,190,172.92,32854.8,108.6,18779.11,813.86,53.65
1932,2024,11,Molasses,Sugar-based,48,250,508.74,127185.0,64.71,32920.57,1938.96,202.88
1933,2022,1,Sugarcane,Sugar-based,14,70,979.62,68573.4,73.07,71580.83,4783.17,138.11
1934,2020,11,Sugarcane,Sugar-based,14,70,416.38,29146.6,112.39,46796.95,1357.68,47.46
1935,2023,2,Corn,Starch-based,60,400,861.13,344452.0,65.6,56490.13,3302.42,737.97
1936,2021,12,Wheat,Starch-based,55,370,213.44,78972.8,107.4,22923.46,1041.25,152.83
1937,2021,12,Molasses,Sugar-based,48,250,354.44,88610.0,52.75,18696.71,1141.84,183.63
1938,2023,5,Wheat,Starch-based,55,370,907.78,335878.6,101.29,91949.04,3969.93,765.2
1939,2022,1,Bagasse,Cellulose-based,20,210,775.18,162787.8,63.55,49262.69,2477.27,388.26
1940,2022,6,Bagasse,Cellulose-based,20,210,961.82,201982.2,117.26,112783.01,4793.04,370.6
1941,2020,4,Rice Straw,Cellulose-based,18,190,691.69,131421.1,110.2,76224.24,2987.51,227.75
1942,2023,1,Wheat,Starch-based,55,370,836.57,309530.9,93.96,78604.12,2553.47,656.99
1943,2023,5,Sugarcane,Sugar-based,14,70,120.7,8449.0,90.46,10918.52,538.32,12.89
1944,2023,8,Sugarcane,Sugar-based,14,70,933.71,65359.7,80.51,75172.99,4137.32,106.08
1945,2022,12,Corn,Starch-based,60,400,239.87,95948.0,96.63,23178.64,912.91,193.86
1946,2020,11,Molasses,Sugar-based,48,250,554.38,138595.0,74.59,41351.2,2024.48,227.76
1947,2021,3,Rice Straw,Cellulose-based,18,190,116.31,22098.9,60.07,6986.74,443.13,36.62
1948,2021,9,Wheat,Starch-based,55,370,853.62,315839.4,93.99,80231.74,2936.52,751.63
1949,2021,7,Rice Straw,Cellulose-based,18,190,864.23,164203.7,116.78,100924.78,3157.76,402.2
1950,2024,8,Molasses,Sugar-based,48,250,809.91,202477.5,54.63,44245.38,3054.79,486.17
1951,2023,12,Bagasse,Cellulose-based,20,210,340.74,71555.4,101.12,34455.63,1665.46,152.97
1952,2020,1,Sugarcane,Sugar-based,14,70,148.49,10394.3,47.5,7053.28,710.36,24.39
1953,2023,8,Bagasse,Cellulose-based,20,210,308.61,64808.1,68.75,21216.94,1083.8,159.73
1954,2023,3,Rice Straw,Cellulose-based,18,190,160.54,30502.6,105.66,16962.66,694.34,73.91
1955,2024,7,Rice Straw,Cellulose-based,18,190,467.24,88775.6,99.18,46340.86,1892.6,183.9
1956,2023,3,Molasses,Sugar-based,48,250,160.35,40087.5,110.92,17786.02,489.52,95.78
1957,2022,7,Molasses,Sugar-based,48,250,843.71,210927.5,66.85,56402.01,3716.51,335.32
1958,2022,9,Corn,Starch-based,60,400,985.72,394288.0,40.09,39517.51,3524.18,940.91
1959,2022,6,Wheat,Starch-based,55,370,497.83,184197.1,113.6,56553.49,1822.62,423.56
1960,2024,9,Wheat,Starch-based,55,370,750.64,277736.8,42.08,31586.93,2979.92,455.67
1961,2022,11,Sugarcane,Sugar-based,14,70,396.21,27734.7,97.1,38471.99,1335.58,52.98
1962,2023,2,Wheat,Starch-based,55,370,822.9,304473.0,96.92,79755.47,3129.91,468.6
1963,2024,6,Molasses,Sugar-based,48,250,842.02,210505.0,102.49,86298.63,3166.72,498.46
1964,2020,8,Molasses,Sugar-based,48,250,395.78,98945.0,107.84,42680.92,1965.58,219.23
1965,2023,12,Rice Straw,Cellulose-based,18,190,313.89,59639.1,76.68,24069.09,1505.19,114.03
1966,2020,2,Molasses,Sugar-based,48,250,490.8,122700.0,98.13,48162.2,2191.33,287.31
1967,2024,12,Corn,Starch-based,60,400,957.32,382928.0,94.48,90447.59,3714.15,772.68
1968,2022,11,Sugarcane,Sugar-based,14,70,570.04,39902.8,71.14,40552.65,2496.67,81.61
1969,2022,6,Sugarcane,Sugar-based,14,70,816.11,57127.7,53.92,44004.65,3200.93,93.36
1970,2020,7,Corn,Starch-based,60,400,747.83,299132.0,41.9,31334.08,3732.74,709.59
1971,2023,9,Sugarcane,Sugar-based,14,70,990.27,69318.9,85.32,84489.84,4058.67,135.35
1972,2021,6,Sugarcane,Sugar-based,14,70,669.14,46839.8,62.77,42001.92,2884.0,99.89
1973,2021,2,Sugarcane,Sugar-based,14,70,509.45,35661.5,71.26,36303.41,1669.87,78.26
1974,2021,7,Sugarcane,Sugar-based,14,70,170.88,11961.6,56.8,9705.98,656.64,22.11
1975,2024,10,Rice Straw,Cellulose-based,18,190,840.93,159776.7,79.62,66954.85,3749.78,258.46
1976,2020,6,Wheat,Starch-based,55,370,221.07,81795.9,62.91,13907.51,928.95,182.56
1977,2021,5,Molasses,Sugar-based,48,250,825.85,206462.5,112.18,92643.85,2825.93,442.28
1978,2023,10,Corn,Starch-based,60,400,298.79,119516.0,94.27,28166.93,1261.81,294.41
1979,2022,10,Corn,Starch-based,60,400,880.63,352252.0,117.49,103465.22,4357.92,700.58
1980,2022,11,Sugarcane,Sugar-based,14,70,716.16,50131.2,100.71,72124.47,2742.16,75.67
1981,2021,1,Corn,Starch-based,60,400,233.92,93568.0,55.27,12928.76,1058.65,170.85
1982,2021,3,Molasses,Sugar-based,48,250,594.39,148597.5,41.95,24934.66,2643.86,344.13
1983,2020,8,Rice Straw,Cellulose-based,18,190,851.83,161847.7,102.0,86886.66,2580.83,312.2
1984,2020,7,Molasses,Sugar-based,48,250,379.83,94957.5,77.33,29372.25,1803.54,233.91
1985,2020,1,Rice Straw,Cellulose-based,18,190,415.35,78916.5,73.77,30640.37,1664.83,196.64
1986,2023,10,Wheat,Starch-based,55,370,748.1,276797.0,67.05,50160.1,2508.18,646.81
1987,2020,7,Sugarcane,Sugar-based,14,70,816.57,57159.9,56.93,46487.33,3352.01,136.36
1988,2022,4,Wheat,Starch-based,55,370,204.41,75631.7,101.97,20843.69,763.69,172.63
1989,2023,8,Wheat,Starch-based,55,370,848.2,313834.0,86.14,73063.95,4031.89,476.19
1990,2022,1,Corn,Starch-based,60,400,431.54,172616.0,84.32,36387.45,1302.86,265.97
1991,2024,6,Corn,Starch-based,60,400,825.71,330284.0,56.93,47007.67,2697.19,698.78
1992,2024,1,Wheat,Starch-based,55,370,978.33,361982.1,42.3,41383.36,4180.37,747.65
1993,2021,5,Bagasse,Cellulose-based,20,210,310.74,65255.4,81.65,25371.92,939.9,161.64
1994,2024,10,Bagasse,Cellulose-based,20,210,142.41,29906.1,62.02,8832.27,531.06,66.15
1995,2020,5,Rice Straw,Cellulose-based,18,190,231.62,44007.8,82.38,19080.86,708.33,94.22
1996,2020,3,Rice Straw,Cellulose-based,18,190,256.52,48738.8,81.33,20862.77,1111.26,106.14
1997,2021,8,Corn,Starch-based,60,400,840.62,336248.0,75.61,63559.28,3410.96,704.86
1998,2021,5,Rice Straw,Cellulose-based,18,190,452.36,85948.4,88.84,40187.66,1596.79,194.79
1999,2021,8,Bagasse,Cellulose-based,20,210,129.95,27289.5,104.84,13623.96,517.05,68.13
2000,2020,8,Sugarcane,Sugar-based,14,70,675.17,47261.9,98.15,66267.94,3212.22,92.86
2001,2022,9,Molasses,Sugar-based,48,250,950.22,237555.0,98.9,93976.76,3117.93,426.06
2002,2021,12,Wheat,Starch-based,55,370,484.53,179276.1,98.04,47503.32,1460.91,328.77
2003,2023,11,Rice Straw,Cellulose-based,18,190,769.23,146153.7,95.59,73530.7,2721.44,282.46
2004,2022,8,Sugarcane,Sugar-based,14,70,156.41,10948.7,116.96,18293.71,781.22,18.77
2005,2023,1,Bagasse,Cellulose-based,20,210,869.78,182653.8,110.69,96275.95,3851.05,427.16
2006,2021,8,Molasses,Sugar-based,48,250,859.94,214985.0,48.75,41922.08,4141.38,472.27
2007,2023,8,Molasses,Sugar-based,48,250,692.68,173170.0,81.83,56682.0,3406.67,314.82
2008,2020,4,Corn,Starch-based,60,400,428.56,171424.0,51.73,22169.41,1293.38,376.91
2009,2024,7,Rice Straw,Cellulose-based,18,190,165.7,31483.0,80.17,13284.17,733.96,75.01
2010,2021,1,Molasses,Sugar-based,48,250,963.77,240942.5,74.84,72128.55,3180.87,434.16
2011,2022,8,Sugarcane,Sugar-based,14,70,112.52,7876.4,50.9,5727.27,548.15,15.27
2012,2020,4,Rice Straw,Cellulose-based,18,190,216.75,41182.5,66.54,14422.55,828.1,97.9
2013,2024,10,Rice Straw,Cellulose-based,18,190,822.22,156221.8,99.94,82172.67,2779.99,329.15
2014,2022,10,Sugarcane,Sugar-based,14,70,954.52,66816.4,97.96,93504.78,3004.28,124.97
2015,2023,1,Corn,Starch-based,60,400,464.95,185980.0,102.18,47508.59,1879.91,283.74
2016,2023,11,Corn,Starch-based,60,400,285.74,114296.0,93.62,26750.98,971.45,274.11
2017,2020,3,Wheat,Starch-based,55,370,688.39,254704.3,94.18,64832.57,2325.22,583.57
2018,2022,7,Sugarcane,Sugar-based,14,70,586.28,41039.6,54.66,32046.06,1786.16,67.77
2019,2024,1,Corn,Starch-based,60,400,186.65,74660.0,95.24,17776.55,854.4,118.37
2020,2020,4,Bagasse,Cellulose-based,20,210,290.44,60992.4,52.17,15152.25,886.36,96.57
2021,2021,4,Corn,Starch-based,60,400,365.58,146232.0,100.94,36901.65,1541.13,333.14
2022,2024,8,Rice Straw,Cellulose-based,18,190,848.27,161171.3,87.25,74011.56,3805.64,400.3
2023,2022,11,Wheat,Starch-based,55,370,780.62,288829.4,103.87,81083.0,2665.04,585.49
2024,2023,12,Bagasse,Cellulose-based,20,210,578.82,121552.2,110.32,63855.42,2866.76,196.29
2025,2024,7,Molasses,Sugar-based,48,250,510.32,127580.0,80.6,41131.79,1750.15,214.81
2026,2024,3,Bagasse,Cellulose-based,20,210,885.45,185944.5,95.27,84356.82,4027.67,407.0
2027,2022,2,Wheat,Starch-based,55,370,570.97,211258.9,59.22,33812.84,1966.79,339.31
2028,2023,5,Wheat,Starch-based,55,370,694.41,256931.7,41.28,28665.24,3033.61,615.78
2029,2022,1,Sugarcane,Sugar-based,14,70,284.74,19931.8,66.97,19069.04,1269.73,39.4
2030,2023,4,Molasses,Sugar-based,48,250,861.03,215257.5,58.9,50714.67,3539.76,354.15
2031,2021,9,Bagasse,Cellulose-based,20,210,349.44,73382.4,71.25,24897.6,1253.76,182.75
2032,2022,9,Corn,Starch-based,60,400,883.6,353440.0,58.92,52061.71,3531.89,592.13
2033,2022,1,Molasses,Sugar-based,48,250,834.01,208502.5,55.63,46395.98,2604.21,517.17
2034,2024,3,Bagasse,Cellulose-based,20,210,230.94,48497.4,84.34,19477.48,1138.73,102.41
2035,2023,6,Rice Straw,Cellulose-based,18,190,334.12,63482.8,107.54,35931.26,1217.52,100.0
2036,2022,3,Sugarcane,Sugar-based,14,70,535.4,37478.0,89.46,47896.88,1976.33,89.58
2037,2022,6,Corn,Starch-based,60,400,428.03,171212.0,60.07,25711.76,1319.04,326.45
2038,2021,12,Molasses,Sugar-based,48,250,577.31,144327.5,45.91,26504.3,2810.33,320.1
2039,2020,6,Sugarcane,Sugar-based,14,70,796.94,55785.8,42.88,34172.79,2617.84,109.12
2040,2020,6,Wheat,Starch-based,55,370,119.96,44385.2,112.58,13505.1,369.7,86.86
2041,2024,7,Corn,Starch-based,60,400,855.61,342244.0,72.42,61963.28,2914.94,541.84
2042,2020,10,Rice Straw,Cellulose-based,18,190,883.04,167777.6,46.79,41317.44,3309.02,276.94
2043,2022,12,Bagasse,Cellulose-based,20,210,126.52,26569.2,49.67,6284.25,489.11,58.25
2044,2020,7,Corn,Starch-based,60,400,474.34,189736.0,50.37,23892.51,1518.53,468.26
2045,2021,10,Wheat,Starch-based,55,370,519.86,192348.2,112.67,58572.63,2467.37,379.15
2046,2023,12,Wheat,Starch-based,55,370,783.88,290035.6,117.1,91792.35,3620.54,552.98
2047,2022,8,Corn,Starch-based,60,400,224.72,89888.0,80.08,17995.58,1043.85,180.52
2048,2021,12,Bagasse,Cellulose-based,20,210,762.84,160196.4,63.91,48753.1,3068.16,345.88
2049,2020,4,Corn,Starch-based,60,400,379.4,151760.0,74.09,28109.75,1720.32,348.96
2050,2023,3,Sugarcane,Sugar-based,14,70,598.91,41923.7,104.96,62861.59,2022.06,93.15
2051,2022,3,Bagasse,Cellulose-based,20,210,735.55,154465.5,110.07,80961.99,3298.92,372.62
2052,2020,4,Corn,Starch-based,60,400,425.88,170352.0,113.98,48541.8,2128.33,334.69
2053,2020,12,Wheat,Starch-based,55,370,440.72,163066.4,94.46,41630.41,1323.64,387.17
2054,2024,10,Molasses,Sugar-based,48,250,444.14,111035.0,102.1,45346.69,2055.81,192.25
2055,2023,5,Wheat,Starch-based,55,370,809.87,299651.9,46.32,37513.18,3456.99,505.1
2056,2023,5,Sugarcane,Sugar-based,14,70,122.88,8601.6,91.25,11212.8,513.64,15.94
2057,2024,5,Wheat,Starch-based,55,370,810.12,299744.4,55.22,44734.83,3911.7,543.07
2058,2021,3,Molasses,Sugar-based,48,250,210.54,52635.0,55.09,11598.65,666.42,109.56
2059,2023,1,Molasses,Sugar-based,48,250,212.0,53000.0,45.73,9694.76,814.94,101.34
2060,2022,4,Rice Straw,Cellulose-based,18,190,727.49,138223.1,42.15,30663.7,2665.44,307.86
2061,2021,4,Molasses,Sugar-based,48,250,679.97,169992.5,65.7,44674.03,2689.69,375.33
2062,2024,4,Rice Straw,Cellulose-based,18,190,812.78,154428.2,93.52,76011.19,2602.58,253.35
2063,2020,11,Molasses,Sugar-based,48,250,597.72,149430.0,48.12,28762.29,2540.2,234.65
2064,2024,3,Corn,Starch-based,60,400,932.13,372852.0,63.11,58826.72,4297.77,799.55
2065,2020,11,Corn,Starch-based,60,400,419.1,167640.0,84.52,35422.33,1465.24,328.43
2066,2020,5,Corn,Starch-based,60,400,423.08,169232.0,96.21,40704.53,1272.42,326.69
2067,2022,1,Bagasse,Cellulose-based,20,210,273.9,57519.0,76.24,20882.14,1330.72,96.51
2068,2023,5,Sugarcane,Sugar-based,14,70,439.93,30795.1,112.84,49641.7,1905.36,62.3
2069,2022,10,Molasses,Sugar-based,48,250,934.67,233667.5,79.81,74596.01,4200.13,500.77
2070,2023,1,Bagasse,Cellulose-based,20,210,924.26,194094.6,46.54,43015.06,3047.84,429.39
2071,2021,5,Molasses,Sugar-based,48,250,301.48,75370.0,102.43,30880.6,1157.03,153.54
2072,2021,1,Corn,Starch-based,60,400,302.43,120972.0,110.43,33397.34,1476.88,244.79
2073,2022,2,Corn,Starch-based,60,400,912.79,365116.0,70.78,64607.28,4366.51,833.32
2074,2020,9,Sugarcane,Sugar-based,14,70,540.87,37860.9,117.04,63303.42,2303.65,77.1
2075,2020,9,Corn,Starch-based,60,400,729.18,291672.0,72.56,52909.3,2877.71,585.79
2076,2022,9,Wheat,Starch-based,55,370,854.34,316105.8,77.99,66629.98,4241.03,566.72
2077,2024,7,Corn,Starch-based,60,400,907.94,363176.0,91.55,83121.91,3183.77,580.42
2078,2020,8,Bagasse,Cellulose-based,20,210,567.62,119200.2,51.86,29436.77,2211.58,246.1
2079,2020,2,Sugarcane,Sugar-based,14,70,529.29,37050.3,83.71,44306.87,2075.31,59.49
2080,2022,9,Corn,Starch-based,60,400,676.83,270732.0,62.3,42166.51,3000.68,462.04
2081,2020,6,Rice Straw,Cellulose-based,18,190,121.18,23024.2,51.75,6271.07,513.86,48.1
2082,2020,7,Bagasse,Cellulose-based,20,210,404.8,85008.0,66.82,27048.74,1984.57,175.96
2083,2023,9,Corn,Starch-based,60,400,556.62,222648.0,92.63,51559.71,1990.32,378.02
2084,2024,3,Molasses,Sugar-based,48,250,400.26,100065.0,42.3,16931.0,1685.95,247.13
2085,2023,1,Corn,Starch-based,60,400,927.89,371156.0,76.93,71382.58,3167.65,847.93
2086,2023,6,Sugarcane,Sugar-based,14,70,453.14,31719.8,92.6,41960.76,2089.22,64.78
2087,2024,1,Bagasse,Cellulose-based,20,210,633.68,133072.8,47.39,30030.1,3163.16,329.63
2088,2024,7,Wheat,Starch-based,55,370,318.95,118011.5,73.59,23471.53,1407.55,209.9
2089,2021,4,Corn,Starch-based,60,400,668.18,267272.0,73.99,49438.64,2052.09,640.32
2090,2020,3,Sugarcane,Sugar-based,14,70,663.84,46468.8,71.2,47265.41,2284.61,77.63
2091,2022,4,Bagasse,Cellulose-based,20,210,321.47,67508.7,89.58,28797.28,1536.82,125.81
2092,2020,2,Rice Straw,Cellulose-based,18,190,535.09,101667.1,105.43,56414.54,1929.73,192.53
2093,2024,8,Rice Straw,Cellulose-based,18,190,847.76,161074.4,113.03,95822.31,3058.67,321.18
2094,2024,7,Molasses,Sugar-based,48,250,648.28,162070.0,54.87,35571.12,1948.48,338.27
2095,2022,3,Molasses,Sugar-based,48,250,389.79,97447.5,82.48,32149.88,1564.48,151.04
2096,2021,7,Bagasse,Cellulose-based,20,210,591.97,124313.7,85.75,50761.43,2934.58,186.48
2097,2020,8,Wheat,Starch-based,55,370,935.84,346260.8,48.88,45743.86,3509.0,677.19
2098,2024,4,Bagasse,Cellulose-based,20,210,807.78,169633.8,87.11,70365.72,2474.72,341.46
2099,2020,9,Bagasse,Cellulose-based,20,210,562.4,118104.0,92.45,51993.88,1924.73,204.45
2100,2020,6,Molasses,Sugar-based,48,250,293.97,73492.5,45.23,13296.26,1095.17,173.61
